what,kind,bundleId,bundleVersion,description,time
started,bundle,com.google.gdt.eclipse.designer.GXT,2.5.0.r36x201202061331,"com.google.gdt.eclipse.designer.GXT",1343059627759
started,bundle,com.google.gdt.eclipse.designer.SmartGWT,2.5.0.r36x201202061331,"com.google.gdt.eclipse.designer.SmartGWT",1343059627759
started,bundle,com.google.gdt.eclipse.designer.UiBinder,2.5.0.r36x201202061313,"com.google.gdt.eclipse.designer.UiBinder",1343059627759
started,bundle,com.google.gdt.eclipse.designer.hosted,2.5.0.r36x201202052353,"com.google.gdt.eclipse.designer.hosted",1343059627759
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1343059627759
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1343059627759
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1343059627759
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1343059627759
started,bundle,org.eclipse.wb.core,1.3.0.r36x201202052311,"org.eclipse.wb.core",1343059627759
started,bundle,org.eclipse.wb.core.lib,1.3.0.r36x201202052311,"org.eclipse.wb.core.lib",1343059627759
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r36x201202052340,"org.eclipse.wb.discovery.core",1343059627759
os,sysinfo,,,"macosx",1343059627761
arch,sysinfo,,,"x86_64",1343059627761
ws,sysinfo,,,"cocoa",1343059627761
locale,sysinfo,,,"en_US",1343059627761
processors,sysinfo,,,"4",1343059627761
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1343059627761
java.runtime.version,sysinfo,,,"1.6.0_29-b11-402-11M3527",1343059627761
java.specification.name,sysinfo,,,"Java Platform API Specification",1343059627761
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1343059627761
java.specification.version,sysinfo,,,"1.6",1343059627761
java.vendor,sysinfo,,,"Apple Inc.",1343059627761
java.version,sysinfo,,,"1.6.0_29",1343059627761
java.vm.info,sysinfo,,,"mixed mode",1343059627761
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1343059627761
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1343059627761
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1343059627761
java.vm.specification.version,sysinfo,,,"1.0",1343059627761
java.vm.vendor,sysinfo,,,"Apple Inc.",1343059627761
java.vm.version,sysinfo,,,"20.4-b02-402",1343059627761
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r36x201202052340,"org.eclipse.wb.discovery.ui",1343059627974
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1343060185041
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1343060187311
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1343060195309
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1343060204996
started,bundle,com.instantiations.designer.gwt.UiBinder,8.1.0.r36x201010220716,"com.instantiations.designer.gwt.UiBinder",1343060205103
started,bundle,com.instantiations.designer.xwt,8.1.0.r36x201010220718,"com.instantiations.designer.xwt",1343060205206
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1343060205269
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1343060209146
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1343060210222
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1343060227559
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1343060247774
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1343060249194
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1343060257959
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1343060259621
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1343060259757
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1343060266349
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1343060267223
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1343060269992
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1343060270868
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1343060271320
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1343060272196
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1343060282973
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1343060296475
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1343060311272
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1343060314568
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1343060332935
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1343060348754
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1343060359373
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1343060361923
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1343060372858
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1343060404857
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1343060436779
opened,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1343060453016
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1343060453177
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1343060455971
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1343060457742
